325339682,325347880
326040035,326051487
325639273,325703367
324452805,324467053
323792957,323805802
325121374,325141031
325681930,325692981
324981737,324989995
326048604,326049570
326002669,326002950
325399908,325462524
325184666,325199634
324866533,324875162
324603673,324663355
324423914,324667980
326062905,326072494
326014046,326015097
325095158,325106074
324551632,324571018
324563278,324579245
327309261,327377452
327093462,327100666
327024507,327048840
326618710,326882274
326432356,326540683
326598959,326611401
326599409,326611429
326165996,326188199
327927652,327937030
327904324,327927615
327025294,327066218
326748061,326762128
327375660,328308486
328330158,328337589
327646168,327705217
325858563,326369027
327564166,327583209
327327056,327409513
327276433,327278461
327325035,327406159
327147111,327794525
326256835,326660393
326715430,326749425
331396118,331409546
330454307,330485900
329857178,329872440
331292337,331296780
331244604,331259920
328898293,328899927
328837635,328855563
329051186,329100531
331377298,331386644
328888609,328891970
330246430,330267605
330247480,330267624
330176121,330181924
331378030,331482811
330595399,330765250
331522780,331529616
331522749,331529607
330409501,330417035
330409486,330416994
329915738,329924039
329915054,329924007
330017908,330025007
330544347,330582584
329441928,329449709
327617019,328995104
329180891,329188232
329140889,329158148
330883085,330923206
330883035,330923179
330283265,330291089
329369431,329377748
326889818,330342374
326889446,330342365
329534601,329538443
335331228,335355086
332545313,335330215
334772542,334826168
333811285,333910263
333101585,333594663
335233898,335330590
333727619,333728131
333590859,333717876
333514449,333566992
332723044,332724937
331695236,332291654
332877612,333302945
332648587,332772118
334856699,334869084
334855529,334868998
332372286,332455279
332030432,332206809
332030372,332206751
332461564,332467155
331603252,332068367
332571774,332829879
332571483,332829869
333018688,333064963
334803634,334836242
334803974,334836334
334792855,334803740
333800141,334707131
332880669,333810908
332835706,332933661
331993498,331997507
335207080,335283908
333184905,333185342
333911789,333925919
333911801,333925921
333760390,333801562
333063205,333073389
333063197,333073387
332022184,332022268
334108276,334113315
335496828,335526402
332714488,332714774
334589171,334589342
333779392,334627832
334194058,334201188
333697929,333710167
333340188,333669698
338152503,338651412
336714986,336771451
336745613,336754149
335905968,335910537
335815306,335884123
336824539,336839386
338593327,338652964
337776497,338027280
337745166,337754107
336592736,337742761
336398116,336635085
337368511,337423343
337255850,337260178
337040912,337049932
337972530,337976193
337736892,337750959
337736851,337750937
337254943,337328486
336932501,336933499
337909441,337909937
338603736,338637674
337535538,337550968
338121462,338281992
336563220,336568417
338439832,338441997
338016101,338045646
335027721,336671567
339270303,340835832
339269311,339320819
339201913,339228234
340824398,341064501
340202084,340309179
338557362,338973354
341373350,341476984
341373321,341476871
339732523,339740157
339732547,339740161
340918789,340978257
341511219,341645669
341505895,341511279
341505835,341511192
341000150,341077368
340600672,340686722
339637630,340284546
338715056,338991205
341203935,341204117
340890776,340902374
340292502,340297308
339489007,339492950
339436354,339447541
340063611,340064721
339392962,339402089
339338242,339348267
338958921,338959915
338977249,339541818
341426440,341461017
340132118,340152431
340650511,341061372
341354165,341356228
331725184,341378311
340980925,341053041
343113802,343154841
342673277,342864688
342002647,342492576
343901433,343950096
344376798,344390421
343922983,344019158
333337291,333359753
344350835,344393217
340677012,341816500
343193102,343201241
343266523,343279877
341674464,341675752
341668660,341672026
344292078,344297193
343964744,344024015
343972971,343974608
