342383044,342597522
342597247,342597487
342343237,342382984
341659739,341976113
343845777,343864604
342555366,343042958
342909094,342921862
342003678,342546880
343169341,343262003
342691890,342743349
340290050,341671391
341337376,341710808
341346653,341704562
343370487,343379630
341875233,341886964
343373024,343382018
343328565,343361734
341757406,341776517
344052857,344180228
343912934,343990310
343886544,343894557
343300260,343306370
342853865,342864700
342298899,342339009
341806573,341811215
344538146,344589392
346295621,346303214
345069000,345529291
344440238,344957533
346340718,346346870
345829451,345839436
346175415,346265940
345688205,345806509
345465550,345497081
346447222,346449617
346399179,346438046
344951683,344993581
345047880,345067901
346925585,347386959
346894272,347386849
346430319,346588971
344933751,345010975
344783331,344786190
344683083,344715076
347333151,347358501
345934236,345945397
345934140,345945393
345714929,345715237
345620297,345621013
345620303,345621027
344851431,344918299
345342983,345387761
345342998,345387756
347259239,347276445
347224286,347242657
344705262,347165869
347082165,347104607
346256450,346829729
346339751,346768283
346747075,346764131
346346339,346359160
350114165,350118827
349623237,350385617
348442951,348509876
348105154,348112477
349506965,349567517
347445179,347594716
348656338,348661766
347530671,347535528
347530680,347535547
347727806,347839173
349931405,349951971
349360363,350369304
347903726,347950625
347903666,347923768
347861277,347862373
347849373,347862220
347797210,347828689
349293370,349717702
347962934,347976516
347962890,347976505
347756953,347763136
347753461,347763101
350246478,350284283
348725206,348745732
349210301,349218926
348814633,348819642
350165874,350167579
348847447,348850217
348565791,348566551
348416796,348418261
353418500,353421684
346863754,346866483
351886067,351950125
351239880,351554598
350708709,350715895
351785790,351907235
351204677,351218831
351204683,351218748
352202044,352355400
353056965,353059210
352900952,352907740
352868078,352872225
352634844,352685863
352394744,352408681
351654534,351654445
350849702,351151689
352357310,352478508
353007235,353381313
352369916,352416451
353528013,353528116
352300409,352309361
351745178,351745233
353164957,353198837
351132072,351143764
352583933,352618464
351742666,351759763
351742679,351759804
352752539,352767434
352378651,352702962
350830878,350841215
352790388,352829781
352773976,352775682
352328700,352330420
352293170,352296948
350787277,350795820
351998102,352004122
355813492,355857234
354204659,354238352
355327994,355363297
356123758,356131150
356049846,356053533
356317743,356322557
353499676,354038873
356025706,356032415
355797196,355864417
354848370,355125170
355832070,355904552
355376312,355384685
355146206,355146997
354785828,354840997
354572921,354588555
354048772,354081399
353585390,353588313
355253388,355291044
354801380,355060447
354485840,354540203
353817112,353865505
354915392,355504538
355319804,355320465
355255262,355263588
354214473,354229096
353681958,353747192
356148907,356150745
355871910,355877391
355370258,355371550
355358297,355366363
355359507,355364364
354930092,354950902
358669700,358711984
360085094,360112974
356578082,356602677
359668780,359678001
358295596,358324706
360653043,360679728
359188689,359230156
358138820,358144515
357424438,357484451
356796207,356802835
360365647,360413778
360365629,360413736
360214483,360219889
357379421,357399181
358673410,358677079
358283893,358289103
357799530,358089591
360010319,360062592
356630322,356630832
358076734,358083192
360072413,360261242
357081615,357538025
356031573,356815276
357649141,358020199
360257998,360260075
359102370,359409068
359098059,359102192
359097578,359102144
358967334,358970302
358395368,358413244
356884752,358400521
356911583,358393656
357445061,357490215
360489404,360489543
358015179,358018107
357135677,357263754
356867643,356872900
359837198,359849955
360101226,360335450
357833334,358316489
357833303,358316479
358531950,358532871
356786829,356809850
355717569,357150774
358679213,359056182
356306884,359574432
359556233,359568015
358626756,358631906
358424355,358423527
356785608,356930409
358434740,358737161
358981331,359174520
359207308,359208801
359720775,359724740
359558395,359565457
357742802,357745979
357573470,357578674
356780996,356784522
363382680,363402773
361962760,362839637
361946280,362159254
363247976,363262609
361659415,361664663
362907869,362956209
361824718,361894321
363220917,363230779
363214976,363225983
362678941,362690506
361752099,362312756
362205470,362234751
360322219,361756195
361172457,361244168
363446229,363446351
361676565,361828353
361370481,361674257
361368774,361370109
359109685,360856212
360840878,360853832
362604175,362645480
362612086,363473435
362973289,363006034
357641732,360978681
359862797,362508263
363151469,363236947
361407050,361409167
361355673,361672965
360490557,361883617
362607700,362646712
360795020,360797645
363692873,363762852
364844993,364876841
364495561,364523986
365438163,365702526
364172253,364318129
364200188,364273660
364199458,364205222
363645070,363645432
366216634,366458673
366224439,366457858
366162512,366173588
364190981,365683140
364248359,364341966
365463847,365464426
364904783,364909307
364359132,364392526
364377918,364378147
363296031,364379468
364531026,365166283
364893126,365128499
364685266,364720962
364899199,365256553
363671488,363867452
363617758,363624086
361323532,365908646
365137921,365597256
365326696,365337895
362690642,364185698
365909684,365910476
364683223,364685614
363859033,364427541
363950894,364019793
364591952,364593420
364061911,364073444
365290206,365659214
365945269,366143860
364075594,364606986
365620061,365628926
365167272,365171257
363993941,363994940
365195779,365224525
365215322,365220588
364786460,364808965
364640448,364642975
364861488,366028457
365353786,365754951
366452913,366459030
365452275,365453193
367159608,367225452
368793341,368842180
366763983,366772739
366726189,366765854
368093900,368852953
367333832,367357338
366546707,367290243
367585515,367649574
367191019,367185429
365907485,368441588
368819919,368841804
369477712,369479133
369307025,369311769
368875219,368894347
368843514,368849547
368745325,368769520
368544026,368571328
368535531,368543363
368428617,368431670
368238554,368243147
367788205,367803821
367719743,367783507
367569628,367707409
367690706,367704556
367678975,367681090
367457197,367488965
367253117,367270534
367138611,367152903
366907983,366995249
367800857,368760736
368660721,368698455
368106895,368562784
366706187,367898586
369338685,369342470
368898355,369281470
365628069,366717203
367379641,367483697
368560482,368560607
367125110,367153768
367177602,367182502
367761382,367763536
367761395,367763546
367690369,367699474
367688128,367699437
369128171,369154317
369561147,369563262
367822327,367836417
369937938,370148171
369851710,370147265
369930371,370021901
370737933,370757307
372284096,372284199
372234537,372252369
370692901,370714308
371233263,371251705
372667703,372968364
372198058,372865836
369883489,369890695
371128343,371153805
370599190,370613618
370205703,370255336
373229229,373236422
372577626,372579383
372384407,372384648
371289970,371621002
371094152,371116875
369788546,369791746
369615029,369615798
372960458,372969983
372681580,372963132
371894323,371906840
370094296,370383941
369721908,369913800
370647736,370654356
372146518,372250387
369638473,369900268
371159335,371426605
370632642,371081776
370548934,370627209
370058826,370060478
370650414,370671486
372937909,372945685
370482661,370510835
370117466,370126750
363136553,372072075
372903641,372916894
371522040,371541677
371051792,371064795
371051788,371064767
371015260,371050144
371015258,371050113
372635040,372655006
369831693,370651039
371284578,371301078
